X           Y           Z           I           
-46.3571    	0000	139.0138    	476
-46.3030    	0000	139.0977    	500
-46.2608    	0000	139.2343    	513
-46.2126    	0000	139.3446    	484
-46.1631    	0000	139.4499    	545
-46.1172    	0000	139.5711    	526
-46.0700    	0000	139.6871    	438
-46.0300    	0000	139.8350    	438
-45.9816    	0000	139.9460    	508
-45.9427    	0000	140.0996    	516
-45.9013    	0000	140.2428    	506
-45.8515    	0000	140.3489    	448
-45.8040    	0000	140.4658    	470
-45.7637    	0000	140.6149    	470
-45.7221    	0000	140.7587    	494
-45.6744    	0000	140.8761    	430
-45.6376    	0000	141.0418    	397
-45.5994    	0000	141.2023    	438
-45.5504    	0000	141.3148    	548
-45.5074    	0000	141.4543    	529
-45.4727    	0000	141.6317    	476
-45.4343    	0000	141.7932    	445
-45.3995    	0000	141.9711    	437
-45.3502    	0000	142.0844    	411
-45.2972    	0000	142.1816    	427
-45.2622    	0000	142.3602    	399
-45.2368    	0000	142.5826    	374
-45.1933    	0000	142.7238    	434
-45.1521    	0000	142.8761    	459
-45.1133    	0000	143.0395    	474
-45.0780    	0000	143.2196    	467
-45.0402    	0000	143.3890    	442
-45.0024    	0000	143.5587    	407
-44.9657    	0000	143.7342    	395
-44.9302    	0000	143.9155    	404
-44.8958    	0000	144.1026    	411
-44.8578    	0000	144.2735    	418
-44.8184    	0000	144.4391    	400
-44.7827    	0000	144.6216    	367
-44.7480    	0000	144.8100    	342
-44.7229    	0000	145.0432    	295
-44.6894    	0000	145.2379    	279
-44.6642    	0000	145.4721    	308
-44.6341    	0000	145.6844    	348
-44.5944    	0000	145.8523    	373
-44.5582    	0000	146.0373    	358
-44.5387    	0000	146.3015    	322
-44.5108    	0000	146.5268    	349
-44.4781    	0000	146.7299    	326
-44.4452    	0000	146.9335    	304
-44.4099    	0000	147.1261    	268
-44.3950    	0000	147.4158    	235
-44.3717    	0000	147.6663    	270
-44.3398    	0000	147.8774    	265
-44.3211    	0000	148.1520    	233
-44.3000    	0000	148.4158    	232
-44.2886    	0000	148.7264    	218
-44.2613    	0000	148.9627    	207
-44.2571    	0000	149.3097    	198
-44.2430    	0000	149.6113    	176
-44.2266    	0000	149.9021    	167
-44.2222    	0000	150.2521    	138
-44.2374    	0000	150.6973    	123
-44.2270    	0000	151.0205    	134
-44.2214    	0000	151.3684    	129
-44.2243    	0000	151.7589    	120
-44.2396    	0000	152.2104    	99
-44.2537    	0000	152.6578    	85
-44.2654    	0000	153.0950    	75
-44.3019    	0000	153.6547    	59
-44.3473    	0000	154.2598    	49
-44.4280    	0000	155.0394    	39
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
0.0000      	0000	0.0000      	0
-35.2970    	0000	205.3625    	38
